key,ticker,name,description,startMoment,endMoment,moreInfo,draftMode,key:inventor
invention-22,ES30-00020,"Lorem ipsum dolor sit amet consectetu","' or 'A' = 'A",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
# dates - standard variations,,,,,,,,
invention-23,ES30-00021,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2025/01/01 00:00,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-24,ES30-00022,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2025/01/01 00:01,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-25,ES30-00023,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2200/12/31 23:58,2113/12/31 23:59,"http://lorem.com/00",false,inventor-1
invention-26,ES30-00024,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2025/01/01 00:01,"http://lorem.com/00",false,inventor-1
invention-27,ES30-00025,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2200/12/31 23:58,"http://lorem.com/00",false,inventor-1
invention-28,ES30-00026,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2200/12/31 23:59,"http://lorem.com/00",false,inventor-1
#URL - standard variations
invention-29,ES30-00027,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/ipsum",false,inventor-1
invention-30,ES30-00028,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://a.b",false,inventor-1
invention-31,ES30-00029,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://www.lorem-ipsum.org/dolor/sit/amet,/consectetur/adipiscing/elit,/sed/do/eiusmod/tempor/incididunt/ut/labore/et/dolore/magna/aliqua/Ut/enim/ad/minim/veniam/quis/nostrud/exercitation/ullamco/laboris/nisi/ut/aliquip/ex/ea/commodo/consequat/duis/aute/",false,inventor-1
invention-32,ES30-00030,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://www.lorem-ipsum.org/dolor/sit/amet,/consectetur/adipiscing/elit,/sed/do/eiusmod/tempor/incididunt/ut/labore/et/dolore/magna/aliqua/Ut/enim/ad/minim/veniam/quis/nostrud/exercitation/ullamco/laboris/nisi/ut/aliquip/ex/ea/commodo/consequat/duis/aute/X",false,inventor-1
invention-33,ES30-00031,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://www.lorem-ipsum.org",false,inventor-1
invention-34,ES30-00032,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://www.lorem-ipsum.org/dolor/sit.html",false,inventor-1
invention-35,ES30-00033,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://www.lorem-ipsum.org/dolor/sit.html#dolor",false,inventor-1
invention-36,ES30-00034,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://example.org?a=1&b=2",false,inventor-1
invention-37,ES30-00035,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://example.org?",false,inventor-1
invention-38,ES30-00036,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://example.org?a",false,inventor-1
invention-39,ES30-00037,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://example.org?a&b",false,inventor-1
invention-40,ES30-00038,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://example.org/",false,inventor-1
invention-41,ES30-00039,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://example.org/a",false,inventor-1
invention-42,ES30-00040,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://example.org/a/b",false,inventor-1
invention-43,ES30-00041,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://example.org/a/b?",false,inventor-1
invention-44,ES30-00042,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://example.org/a/b?a&b",false,inventor-1
invention-45,ES30-00043,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"https://www.lorem-ipsum.org",false,inventor-1
#draftMode - standard variations
invention-46,ES30-00044,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",true,inventor-1
#inventor - standard variations
invention-47,ES30-00045,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-2
invention-48,ES30-00046,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-3
invention-49,ES30-00047,"Lorem ipsum dolor sit amet consectetu","Lorem ipsum dolor sit amet consectetur adipiscing elit Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut",2112/12/31 23:59,2113/12/31 23:59,"http://lorem.com/00",false,inventor-4
